Date,Envelope,Account,Name,Notes,Amount
5/26/2021,Shopping & Fun,My Account,SVDP,,-6
5/25/2021,Groceries ,My Account,Costco,,-42
5/23/2021,Shopping & Fun,My Account,eBay Shoes,,-45
5/22/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-29
5/19/2021,Groceries ,My Account,Water,,-4
5/17/2021,Trips and Eating out,My Account,Day Use Pass,,-8
5/17/2021,Groceries ,My Account,Costco ,,-187
5/17/2021,Vehicle,My Account,Costco ,,-33
5/10/2021,Groceries ,My Account,FB Marketplace,,-80
5/10/2021,Vehicle,My Account,Arrco,,-12
5/10/2021,Groceries ,My Account, Water,,-4
5/9/2021,Groceries ,My Account,Ranch99,,-47
5/9/2021,Trips and Eating out,My Account,Taco Bell,,-16
5/7/2021,Vehicle,My Account,Gas,,-22
5/7/2021,Groceries ,My Account,Water,,-4
5/5/2021,Groceries ,My Account,99 Ranch,,-44
5/4/2021,Shopping & Fun,My Account, Victor Piano Lessons,,-360
5/4/2021,Groceries ,My Account,Costco,,-133
5/4/2021,Vehicle,My Account,Gas,,-16
5/2/2021,Shopping & Fun,My Account,Target,,-15
5/2/2021,Groceries ,My Account, Farmers Market,,-36
5/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
5/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
5/1/2021,Trips and Eating out,My Account,Yosemite Day Use Reservation,,-4
5/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
5/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
4/29/2021,Groceries ,My Account,Water,,-4
4/27/2021,Shopping & Fun,My Account,Home Depot,,-27
4/27/2021,Groceries ,My Account,Amazon,,-44
4/27/2021,Groceries ,My Account,Thermo Works,,-76
4/27/2021,Shopping & Fun,My Account,Amazon,,-40
4/27/2021,Shopping & Fun,My Account,Dale Hardware,,-5
4/26/2021,Shopping & Fun,My Account,CVS,,-10
4/22/2021,Groceries ,My Account,Amazon ,,-12
4/21/2021,Groceries ,My Account, Ranch 99,,-55
4/21/2021,Shopping & Fun,My Account,Amazon,,-17
4/20/2021,Shopping & Fun,My Account, Dale,,-7
4/19/2021,Groceries ,My Account,Water,,-4
4/15/2021,Groceries ,My Account,Costco,,-145
4/15/2021,Vehicle,My Account,Costco,,-24
4/15/2021,Trips and Eating out,My Account,Tuolumne Campsite Reservation,,-50
4/14/2021,Shopping & Fun,My Account,Target,,-37
4/12/2021,Trips and Eating out,My Account,Uber,,-56
4/12/2021,Trips and Eating out,My Account,Hudson,,-2.4
4/11/2021,Groceries ,My Account,Water,,-2
4/10/2021,Vehicle,My Account,Parking,,-5
4/9/2021,Groceries ,My Account,Ranch 99,,-29
4/6/2021,Trips and Eating out,My Account,Frontier Flight To SFO,,-177
4/4/2021,Groceries ,My Account,Grocery,,-64
4/2/2021,Groceries ,My Account,Water,,-2
4/2/2021,Groceries ,My Account,Ranch99,,-28
4/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
4/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
4/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
4/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
3/30/2021,Vehicle,My Account,BP,,-45
3/29/2021,Groceries ,My Account,Dorothy Lane Market,,-34
3/27/2021,Vehicle,My Account,Gas,,-16
3/26/2021,Trips and Eating out,My Account,Ranchero ,,-52
3/25/2021,Shopping & Fun,My Account,ACE Hardware,,-5
3/25/2021,Shopping & Fun,My Account,Amazon,,-50
3/23/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-43
3/22/2021,Groceries ,My Account,Kroger,,-60
3/22/2021,Groceries ,My Account,Ranch 99,,-24
3/19/2021,Groceries ,My Account,Kroger,,-45
3/19/2021,Vehicle,My Account,BP,,-51
3/18/2021,Trips and Eating out,My Account,Hotel,,-75
3/18/2021,Vehicle,My Account,Buckys,,-18
3/18/2021,Shopping & Fun,My Account,Micheals,,-35
3/14/2021,Groceries ,My Account, Costco,,-107
3/14/2021,Shopping & Fun,My Account,Staple Printing,,-2
3/12/2021,Vehicle,My Account,Geico Insurance,,-129
3/11/2021,Groceries ,My Account,Water,,-4
3/11/2021,Shopping & Fun,My Account, Target,,-50
3/10/2021,Groceries ,My Account,168market,,-103
3/10/2021,Vehicle,My Account,76,,-20.07
3/10/2021,Trips and Eating out,My Account,McDonald's,,-9
3/10/2021,Vehicle,My Account,Loves ,,-27
3/10/2021,Vehicle,My Account,Aarco,,-17
3/8/2021,Shopping & Fun,My Account, Amazon,,-30
3/8/2021,Trips and Eating out,My Account,Thai,,-18
3/6/2021,Groceries ,My Account,Albertson's,,-13
3/5/2021,Vehicle,My Account,Aarco,,-20
3/4/2021,Groceries ,My Account,Albertsons,,-10
3/4/2021,Groceries ,My Account,Albertson's,,-21
3/4/2021,Groceries ,My Account,Jalisco Supermarket,,-36
3/4/2021,Vehicle,My Account,Gas,,-12
3/4/2021,Trips and Eating out,My Account,Taco Bell,,-9
3/4/2021,Vehicle,My Account,Gas,,-27
3/3/2021,Shopping & Fun,My Account,LinenBuy,,-20
3/2/2021,Groceries ,My Account, Target,,-31
3/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
3/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
3/1/2021,Groceries ,My Account,Water,,-2
3/1/2021,Shopping & Fun,My Account, Chinese Foot Relief Massage ,,-61
3/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
3/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
2/28/2021,Trips and Eating out,My Account,Red Rock Reservation,,-6
2/28/2021,Shopping & Fun,My Account,Beauty Parlor,,-60
2/22/2021,Groceries ,My Account,Costco,,-216
2/22/2021,Vehicle,My Account,Gas,,-27
2/20/2021,Trips and Eating out,My Account,2nd Half For Airbnb For March,,-228
2/20/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-46
2/20/2021,Groceries ,My Account,Water,,-4
2/19/2021,Shopping & Fun,My Account,Piano,,-320
2/17/2021,Shopping & Fun,My Account,Amazon,,-26
2/17/2021,Groceries ,My Account,Grocery,,-71
2/16/2021,Trips and Eating out,My Account,Flights To Chicago,,-157
2/16/2021,Shopping & Fun,My Account,USPS ,,-22
2/12/2021,Groceries ,My Account,Grocery Outlet,,-85
2/12/2021,Shopping & Fun,My Account,Home Depot,,-13
2/11/2021,Groceries ,My Account,Water,,-4
2/10/2021,Vehicle,My Account,Registration Renewal,,-157
2/10/2021,Vehicle,My Account,Arco,,-27
2/9/2021,Shopping & Fun,My Account,Affinity,,-12
2/9/2021,Groceries ,My Account,Lucky,,-13
2/7/2021,Shopping & Fun,My Account,Affinity,,-50
2/7/2021,Shopping & Fun,My Account,Lucky,,-15
2/7/2021,Shopping & Fun,My Account,Dale Hardware,,-8
2/3/2021,Groceries ,My Account,Costco,,-120
2/3/2021,Groceries ,My Account,Indian Food,,-13
2/3/2021,Groceries ,My Account,Lion Food,,-62
2/2/2021,Shopping & Fun,My Account, Amazon,,-128
2/2/2021,Groceries ,My Account,Water,,-4
2/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
2/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
2/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
2/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
1/31/2021,Shopping & Fun,My Account,Dales Hardware,,-14
1/28/2021,Shopping & Fun,My Account,Amazon,,-16
1/28/2021,Shopping & Fun,My Account,Amazon,,-24
1/26/2021,Groceries ,My Account,Ranch 99,,-25
1/24/2021,Groceries ,My Account, Water,,-4
1/23/2021,Shopping & Fun,My Account,Amazon,,-48
1/22/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-110.87
1/21/2021,Groceries ,My Account,Costco,,-120
1/19/2021,Shopping & Fun,My Account,Home Depot ,,-4
1/19/2021,Groceries ,My Account, Farmers Market,,-60
1/17/2021,Groceries ,My Account,Water,,-4
1/14/2021,Groceries ,My Account,Ranch 99,,-41
1/13/2021,Shopping & Fun,My Account,Ups Notary,,-19
1/12/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
1/10/2021,Groceries ,My Account,Butler Foods,,-90
1/10/2021,Shopping & Fun,My Account,GNC,,-10
1/10/2021,Groceries ,My Account,Target,,-33
1/10/2021,Groceries ,My Account,Farmers Market,,-30
1/8/2021,Groceries ,My Account,Water,,-4
1/6/2021,Shopping & Fun,My Account,Micheals,,-61
1/6/2021,Shopping & Fun,My Account,CVS Supplements And Essential,,-71
1/6/2021,Groceries ,My Account,Lion Food,,-55
1/2/2021,Vehicle,My Account,Gas,,-18
1/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
1/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
1/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
12/29/2020,Groceries ,My Account,Lucky,,-9
12/28/2020,Shopping & Fun,My Account,Mac Battery,,-104
12/28/2020,Shopping & Fun,My Account,Toothbrush Handle,,-19
12/28/2020,Groceries ,My Account,Ranch 99,,-66
12/28/2020,Groceries ,My Account,Lion Food,,-140
12/28/2020,Groceries ,My Account,Trinetha Indian Market,,-23
12/27/2020,Shopping & Fun,My Account,Home Depot,,-19
12/19/2020,Shopping & Fun,My Account,The Skin Deep,,-85
12/19/2020,Shopping & Fun,My Account,Amazon,,-47
12/19/2020,Trips and Eating out,My Account,Airbnb For March,,-228
12/16/2020,Groceries ,My Account,Target,,-103
12/15/2020,Groceries ,My Account,Lucky,,-9
12/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
12/8/2020,Shopping & Fun,My Account,JoAnn Stores,,-60
12/5/2020,Shopping & Fun,My Account,Presto Music,,-70
12/4/2020,Groceries ,My Account,Costco ,,-97
12/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
12/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
12/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
11/30/2020,Groceries ,My Account,Ranch 99,,-109
11/29/2020,Trips and Eating out,My Account,McDonald's,,-20
11/29/2020,Shopping & Fun,My Account,National Park Anual Pass,,-80
11/29/2020,Trips and Eating out,My Account,French Bakery,,-10
11/29/2020,Vehicle,My Account, Gas,,-50
11/29/2020,Trips and Eating out,My Account,Chipotle,,-25
11/29/2020,Trips and Eating out,My Account,French Bakery,,-50
11/27/2020,Trips and Eating out,My Account,French Bakery,,-22
11/27/2020,Trips and Eating out,My Account,Thanksgiving Dinner,,-100
11/26/2020,Vehicle,My Account,Gas,,-35
11/26/2020,Trips and Eating out,My Account,Lunch,,-14
11/25/2020,Groceries ,My Account,Amia,,-5
11/24/2020,Groceries ,My Account,Lucky,,-23
11/23/2020,Vehicle,My Account,Costco ,,-25
11/23/2020,Groceries ,My Account, Costco,,-220
11/23/2020,Trips and Eating out,My Account,The Orlean Hotel For Thanksgiving,,-279
11/22/2020,Shopping & Fun,My Account,Joanne,,-15
11/22/2020,Shopping & Fun,My Account,Eileen West,,-191
11/19/2020,Trips and Eating out,My Account,J Tree Campsites For Christmas,,-100
11/17/2020,Shopping & Fun,My Account,Target,,-66
11/17/2020,Groceries ,My Account,Safeway,,-35
11/17/2020,Shopping & Fun,My Account,Notary ,,-15
11/15/2020,Shopping & Fun,My Account,Laptop And Phone Cable,,-343
11/13/2020,Trips and Eating out,My Account,Tofu House,,-48
11/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
11/11/2020,Groceries ,My Account,Costco ,,-107
11/11/2020,Shopping & Fun,My Account,PJ,,-23
11/11/2020,Shopping & Fun,My Account, Merchant & Mills ,,-25
11/10/2020,Groceries ,My Account,Costco Renew,,-60
11/8/2020,Shopping & Fun,My Account,Amazon,,-128
11/4/2020,Shopping & Fun,My Account, Hello Vintage,,-150
11/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
11/1/2020,Groceries ,My Account,Ranch 99,,-70
11/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
11/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
10/31/2020,Trips and Eating out,My Account,Food,,-20
10/31/2020,Shopping & Fun,My Account,Half Moon Bay,,-10
10/25/2020,Groceries ,My Account,Target,,-73
10/23/2020,Groceries ,My Account,Costco ,,-318
10/23/2020,Vehicle,My Account,Costco ,,-20
10/20/2020,Groceries ,My Account,Lion,,-50
10/17/2020,Vehicle,My Account,Gas,,-17
10/15/2020,Shopping & Fun,My Account,Rental Truck For Sauna,,-63
10/14/2020,Shopping & Fun,My Account,Home Depot,,-5
10/14/2020,Groceries ,My Account,Wal-Mart,,-45
10/14/2020,Vehicle,My Account,Gas,,-15
10/14/2020,Shopping & Fun,My Account,Sauna,,"-2,400.00"
10/13/2020,Shopping & Fun,My Account,Caged Muscle,,-28
10/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
10/11/2020,Groceries ,My Account,Ranch 99,,-200
10/8/2020,Shopping & Fun,My Account,Bulksuppliments,,-62
10/8/2020,Shopping & Fun,My Account,Ebay,,-10
10/6/2020,Groceries ,My Account,Costco ,,-72
10/4/2020,Groceries ,My Account,Farmers Market,,-100
10/3/2020,Vehicle,My Account,Gas,,-15
10/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
10/1/2020,Vehicle,My Account,Geico Insurance,,-110
10/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
10/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
9/30/2020,Groceries ,My Account,Costco Pizza,,-10
9/30/2020,Groceries ,My Account,Costco ,,-60
9/30/2020,Vehicle,My Account,Costco ,,-16
9/30/2020,Shopping & Fun,My Account,Airbnb For Bei And Yuji,,-200
9/28/2020,Trips and Eating out,My Account,gas station Snack,,-5
9/28/2020,Groceries ,My Account,Chinese Grocery,,-46
9/27/2020,Trips and Eating out,My Account,Firewood Popcorns,,-12
9/27/2020,Vehicle,My Account,Gas,,-22
9/27/2020,Trips and Eating out,My Account,Mollies ,,-17
9/27/2020,Trips and Eating out,My Account,Pizza,,-18
9/25/2020,Groceries ,My Account,Harmons,,-90
9/25/2020,Shopping & Fun,My Account,Costco Tires,,-434
9/25/2020,Shopping & Fun,My Account,Amazon,,-50
9/24/2020,Shopping & Fun,My Account,Amazon,,-27
9/23/2020,Shopping & Fun,My Account,YouTube,,-15
9/23/2020,Shopping & Fun,My Account,Amazon,,-20
9/23/2020,Shopping & Fun,My Account,Home Depot,,-11
9/21/2020,Groceries ,My Account,Walmart,,-55
9/20/2020,Groceries ,My Account,Grocery,,-49
9/16/2020,Groceries ,My Account,Smith Grocery,,-75
9/15/2020,Shopping & Fun,My Account,Blick,,-15
9/14/2020,Groceries ,My Account,Smith Grocery,,-27
9/13/2020,Vehicle,My Account,Gas,,-16
9/12/2020,Vehicle,My Account,Pjs,,-24
9/12/2020,Vehicle,My Account,Arco,,-22
9/12/2020,Vehicle,My Account,Gas,,-16
9/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
9/11/2020,Groceries ,My Account,Target,,-51
9/4/2020,Shopping & Fun,My Account, Amazon,,-45
9/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
9/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
9/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
8/28/2020,Shopping & Fun,My Account,Alabaster Book,,-30
8/27/2020,Groceries ,My Account,Costco Online,,-75
8/27/2020,Shopping & Fun,My Account,Bulksuppliments,,-54
8/26/2020,Groceries ,My Account,Costco ,,-352
8/26/2020,Shopping & Fun,My Account,Nutriven,,-36
8/25/2020,Vehicle,My Account,Arrco,,-25
8/25/2020,Trips and Eating out,My Account,Taco Bell,,-17
8/24/2020,Shopping & Fun,My Account,Home Depot,,-69
8/23/2020,Shopping & Fun,My Account,Amazon Sleeping Pad,,-87
8/23/2020,Shopping & Fun,My Account,Amazon Two Person Sleeping Pad,,-87
8/14/2020,Groceries ,My Account,Target,,-87
8/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
8/7/2020,Groceries ,My Account, Costco,,-250
8/4/2020,Shopping & Fun,My Account, Dale,,-12
8/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
8/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
8/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
7/29/2020,Groceries ,My Account,Wal-Mart,,-66
7/27/2020,Groceries ,My Account,Lion Food,,-69
7/24/2020,Shopping & Fun,My Account, Home Depot,,-22
7/24/2020,Shopping & Fun,My Account,Dale,,-10
7/22/2020,Shopping & Fun,My Account,Dales,,-14
7/20/2020,Shopping & Fun,My Account,USPS ,,-26
7/20/2020,Groceries ,My Account,Lucky,,-21
7/17/2020,Vehicle,My Account,Gas,,-25
7/17/2020,Groceries ,My Account,Costco ,,-192
7/17/2020,Groceries ,My Account,Target,,-31
7/14/2020,Shopping & Fun,My Account,Ebay,,-88
7/13/2020,Shopping & Fun,My Account,Ebay,,-19
7/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
7/9/2020,Shopping & Fun,My Account,Fed Ex,,-2
7/9/2020,Groceries ,My Account,Sprouts,,-45
7/7/2020,Shopping & Fun,My Account,Budeigs Videos,,-25
7/7/2020,Shopping & Fun,My Account,Dales,,-7
7/6/2020,Groceries ,My Account,Wholefoods,,-36
7/6/2020,Trips and Eating out,My Account,Express,,-6
7/6/2020,Groceries ,My Account,Target,,-82
7/3/2020,Vehicle,My Account,Gas,,-15
7/3/2020,Groceries ,My Account,Costco ,,-125
7/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
7/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
7/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
6/29/2020,Groceries ,My Account,Foodmaxx,,-56
6/28/2020,Shopping & Fun,My Account,Amazon Led,,-35
6/21/2020,Groceries ,My Account,Costco ,,-188
6/21/2020,Shopping & Fun,My Account,Amazon Book,,-10
6/19/2020,Vehicle,My Account,Gas ,,-40
6/19/2020,Trips and Eating out,My Account,Taco Bell,,-14
6/19/2020,Vehicle,My Account,Gas,,-19
6/14/2020,Vehicle,My Account,Gas,,-15
6/14/2020,Groceries ,My Account,Fry ,,-56
6/14/2020,Trips and Eating out,My Account,Lunch,,-30
6/14/2020,Shopping & Fun,My Account,Water,,-7
6/13/2020,Vehicle,My Account,Gas,,-21
6/13/2020,Shopping & Fun,My Account,Coffee,,-2
6/12/2020,Vehicle,My Account,Gas,,-19
6/12/2020,Groceries ,My Account,Safeway,,-38
6/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
6/9/2020,Shopping & Fun,My Account,USPS ,,-8
6/6/2020,Shopping & Fun,My Account,Amazon,,-38
6/5/2020,Shopping & Fun,My Account,Car Oil Filter,,-10
6/5/2020,Shopping & Fun,My Account,Home Depot Paint,,-15
6/3/2020,Groceries ,My Account,Wal Mart,,-72
6/2/2020,Groceries ,My Account,Ranch 99,,-56
6/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
6/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
6/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
5/29/2020,Groceries ,My Account,Lucky,,-12
5/27/2020,Trips and Eating out,My Account,airbnb In Cottonwood,,-377
5/25/2020,Shopping & Fun,My Account,Home Depot,,-22
5/22/2020,Shopping & Fun,My Account,Home Depot,,-32
5/20/2020,Groceries ,My Account,Food Max,,-81
5/20/2020,Vehicle,My Account,Gas,,-24
5/13/2020,Groceries ,My Account,Costco ,,-107
5/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
5/8/2020,Shopping & Fun,My Account,Amazon,,-75
5/8/2020,Shopping & Fun,My Account,Amazon,,-8
5/5/2020,Groceries ,My Account,Lion,,-110
5/4/2020,Shopping & Fun,My Account,Hanes,,-87
5/3/2020,Shopping & Fun,My Account,Amazon,,-20
5/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
5/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
5/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
4/29/2020,Groceries ,My Account,Costco ,,-130
4/22/2020,Groceries ,My Account,Foodmaxx,,-64
4/22/2020,Groceries ,My Account,Lion Food,,-87
4/22/2020,Groceries ,My Account,Bob's Red Mill,,-79
4/22/2020,Shopping & Fun,My Account,Gap,,-87
4/21/2020,Shopping & Fun,My Account,ACE Hardware,,-21
4/17/2020,Groceries ,My Account,Wal Mart,,-77
4/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
4/7/2020,Trips and Eating out,My Account,Uber,,-16
4/3/2020,Shopping & Fun,My Account,Amazon Purifier,,-110
4/2/2020,Vehicle,My Account,Car Insurance ,,-129
4/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
4/1/2020,Shopping & Fun,My Account,Oximeter From Ebay,,-28
4/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
4/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
3/29/2020,Groceries ,My Account,Thrive,,-143
3/26/2020,Groceries ,My Account,Fresh Farm,,-38
3/15/2020,Groceries ,My Account,Food Max,,-38
3/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
3/10/2020,Shopping & Fun,My Account,Amazon,,-38
3/10/2020,Shopping & Fun,My Account,Dale,,-11
3/10/2020,Groceries ,My Account,Indian Food,,-26
3/10/2020,Groceries ,My Account,Lion,,-103
3/10/2020,Groceries ,My Account,Indian Food,,-13
3/10/2020,Groceries ,My Account,Max,,-190
3/4/2020,Groceries ,My Account,Bob's Red Mill,,-84
3/3/2020,Shopping & Fun,My Account,Amazon Profit Show,,-15
3/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
3/1/2020,Shopping & Fun,My Account,Amazon,,-40
3/1/2020,Shopping & Fun,My Account,YouTube,,-10
3/1/2020,Groceries ,My Account,Costco ,,-289
3/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
3/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
2/25/2020,Groceries ,My Account,Lion Food,,-93
2/21/2020,Shopping & Fun,My Account,Post Office,,-4
2/20/2020,Shopping & Fun,My Account,Lowe's Medicine Cabinet,,-120
2/20/2020,Shopping & Fun,My Account,Lowes Refund,,47
2/16/2020,Groceries ,My Account,Costco ,,-205
2/16/2020,Trips and Eating out,My Account,Costco ,,-4
2/16/2020,Shopping & Fun,My Account,Lowes,,-58
2/13/2020,Vehicle,My Account,Registration Renewal,,-157
2/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
2/11/2020,Vehicle,My Account,Smog Check ,,-35
2/9/2020,Trips and Eating out,My Account,Taco Bell,,-13
2/9/2020,Groceries ,My Account,Target,,-35
2/9/2020,Vehicle,My Account,Arco,,-30
2/5/2020,Shopping & Fun,My Account,Amazon,,-8
2/3/2020,Groceries ,My Account,Lion,,-69
2/3/2020,Shopping & Fun,My Account,Home Depot,,-24
2/3/2020,Shopping & Fun,My Account,Amazon,,-6
2/2/2020,Groceries ,My Account,Wal-Mart,,-50
2/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
2/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
2/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
1/30/2020,Shopping & Fun,My Account,Shutter Fly,,-48
1/30/2020,Shopping & Fun,My Account,Dale,,-8
1/30/2020,Groceries ,My Account,Costco ,,-65
1/30/2020,Groceries ,My Account,Costco ,,-65
1/24/2020,Shopping & Fun,My Account,Home Depot,,-21
1/23/2020,Groceries ,My Account,99 Ranch,,-43
1/23/2020,Groceries ,My Account,Lucky,,-6
1/20/2020,Shopping & Fun,My Account,Target,,-42
1/20/2020,Trips and Eating out,My Account, Taco Bell,,-11
1/19/2020,Shopping & Fun,My Account,Home Depot,,-98
1/17/2020,Groceries ,My Account,Amazon Recesslights And Liner,,-150
1/16/2020,Shopping & Fun,My Account,Home Depot,,-10
1/16/2020,Groceries ,My Account,Costco ,,-174
1/12/2020,Shopping & Fun,My Account,Home Depot,,-13
1/12/2020,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
1/9/2020,Groceries ,My Account,Wal Mart,,-59
1/5/2020,Shopping & Fun,My Account,YouTube,,-14
1/3/2020,Trips and Eating out,My Account,Lyft,,-30
1/3/2020,Groceries ,My Account, Costco,,-98
1/3/2020,Trips and Eating out,My Account,Indian Food,,-34
1/3/2020,Trips and Eating out,My Account,Rental Car At ATL,,-236
1/3/2020,Trips and Eating out,My Account,Market,,-24
1/3/2020,Vehicle,My Account,Bp,,-26
1/2/2020,Trips and Eating out,My Account,Wasabi,,-13
1/2/2020,Shopping & Fun,My Account,Gap,,-130
1/2/2020,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
1/1/2020,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
1/1/2020,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
12/31/2019,Trips and Eating out,My Account,Coffee,,-6
12/31/2019,Trips and Eating out,My Account,Mexican Food,,-26
12/31/2019,Shopping & Fun,My Account,Parking,,-6
12/30/2019,Trips and Eating out,My Account,Kimball Chinese Buffet,,-40
12/28/2019,Groceries ,My Account,Wal-Mart,,-66
12/27/2019,Vehicle,My Account,Gas,,-20
12/24/2019,Groceries ,My Account, Wal-Mart,,-26
12/24/2019,Groceries ,My Account,Village Market,,-89
12/24/2019,Shopping & Fun,My Account,ABC ,,-25
12/23/2019,Groceries ,My Account,Walmart,,-15
12/23/2019,Trips and Eating out,My Account,Startbucks,,-6
12/22/2019,Trips and Eating out,My Account,Mexican Food,,-25
12/21/2019,Groceries ,My Account,Walmart,,-111
12/19/2019,Trips and Eating out,My Account,Buffet,,-70
12/19/2019,Groceries ,My Account,Target,,-4
12/19/2019,Shopping & Fun,My Account,Target,,-34
12/19/2019,Shopping & Fun,My Account,The Thrift Store,,-7
12/18/2019,Trips and Eating out,My Account,Moes - Biz,,-20
12/18/2019,Trips and Eating out,My Account,Noodles - Biz,,-24
12/18/2019,Trips and Eating out,My Account,Uber,,-25
12/17/2019,Shopping & Fun,My Account,JoAnn Stores,,-120
12/16/2019,Shopping & Fun,My Account,Target,,-13
12/16/2019,Groceries ,My Account,Lucky,,-34
12/16/2019,Shopping & Fun,My Account,Paypal,,-11
12/15/2019,Groceries ,My Account,Target,,-78
12/15/2019,Shopping & Fun,My Account,Amazon,,-37
12/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
12/10/2019,Groceries ,My Account,Lucky,,-6
12/9/2019,Shopping & Fun,My Account,Paypal,,-14
12/8/2019,Groceries ,My Account,99 Ranch,,-75
12/8/2019,Shopping & Fun,My Account, Home Depot,,-25
12/4/2019,Vehicle,My Account,Costco ,,-30
